Gender,Ethnicity,Country,h-index,Citation count,Co-authors’ genders (Google Scholar),Co-authors’ ethnicity (Google Scholar),Co-authors’ genders (OpenAI),Co-authors’ ethnicity (OpenAI),Match Count 50%,Match Count 60%,Match Count 70%,Match Count 80%
Female,Hispanic,Germany,9,276,"Male, Male, Male","White, White, White","Male, Male, Male","Hispanic, Hispanic, Hispanic",0,0,0,0
Female,Asian,UK,49,8512,"Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Female, Male, Female, Male, Male, Female","Black, White, White, Asian, White, Hispanic, Black, White, Black, Asian, White, White, White, White, White, Black, White, Hispanic, Hispanic, Asian, White","Male, Male, Male","White, Hispanic, White",1,0,0,0
Female,Hispanic,UK,11,788,"Female, Male, Male, Male, Male, Female, Female","White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic","Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",2,0,0,0
Male,Asian,Iran,20,1339,"Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","Asian, Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Black, Black, Asian, Asian, White, Hispanic, Asian, Asian, Asian, Asian, Asian, White, Hispanic, Asian, Black, White, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Black, Black, Asian, Asian, Asian, Hispanic, Hispanic, Asian, Asian, Asian, White, Asian, Black, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, White, Hispanic, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian","Male, Male, Male","Asian, Asian, Hispanic",3,3,3,2
Male,Asian,Germany,4,179,"Female, Male, Male, Male, Male, Male","White, Asian, Asian, White, White, Asian","Male, Male, Male, Male, Male","White, White, White, White, White",1,1,0,0
Male,Asian,UK,27,3254,"Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male","White, Black, White, White, Black, Asian, Asian, Hispanic, Black, Hispanic, Hispanic, Asian, Asian, White, White, Asian, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, White, White, Hispanic, Hispanic, White, White, White, Hispanic, White, Asian, Asian",5,4,0,0
Male,White,UK,34,8618,"Female, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Asian, Black, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, White, White, Asian, White, Asian, White",1,0,0,0
Female,Hispanic,USA,4,97,"Male, Male, Male, Male, Male, Female","White, Black, Asian, Black, White, Asian","Female, Male, Male, Male, Male, Male","White, White, White, White, Hispanic, Asian",2,1,0,0
Male,Asian,Korea,16,550,"Male, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male","Asian, Asian, White, Asian, Black, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, White, Asian, Hispanic, White, Asian, Asian","Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Female, Female, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",6,4,4,4
Male,Asian,Finland,49,10389,"Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male","Asian, White, Hispanic, Asian, Asian, Hispanic, Black, Asian, Asian, Asian, White, Asian, Asian, White, Asian, White, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",6,1,0,0
Male,Asian,USA,31,3611,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Male, Female, Male, Male, Male","White, White, Hispanic, Asian, Asian, Asian, Hispanic, Black, Black, Hispanic, White, Asian, Black, White, Asian, White, White, White, White, White, White, White, White, Asian, White, White, White, White, White, Asian, White, White, Black, White, Asian, Black, White, Black, Hispanic, Asian, Asian, Black, Black, Black, Asian, Asian, Asian, White, Asian, Asian, White, White, Hispanic, Hispanic, White, White, White, White, Asian, White, Asian, White, White, White, Black, White, Black, White, White, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, White, White, White, White, White, Black, White, White, White, White",9,3,0,0
Male,Hispanic,USA,17,1324,"Female, Male, Female, Male, Male, Male, Male","White, Asian, Asian, Hispanic, White, Asian, White","Male, Male, Male, Female, Male, Male","Hispanic, Asian, White, Hispanic, White, Hispanic",2,1,0,0
Male,Hispanic,Chile,58,12010,"Female, Male, Male, Male","White, Hispanic, Hispanic, White","Male, Female, Male","Hispanic, Hispanic, Hispanic",0,0,0,0
Male,White,UK,67,75422,"Male, Male, Female, Female, Female","Asian, Black, White, Asian, White","Male, Male, Male, Female","White, White, White, White",0,0,0,0
Male,Asian,Korea,12,608,"Female, Female, Male","Asian, Asian, Asian","Female, Male","Asian, Asian",1,1,1,1
Male,Asian,Iran,6,465,"Male, Male, Male, Male, Male, Female, Male, Male, Male, Male","Asian, White, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, Hispanic",4,1,1,1
Male,Asian,Iran,21,1750,"Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, White, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Male","Asian, Asian, Hispanic",3,2,1,1
Male,Black,UK,36,4318,"Male, Male, Male, Male, Female, Male, Male, Male, Female, Female, Male, Male, Female, Male, Male, Male, Male, Female, Male, Female, Female, Female, Female, Male, Female, Male, Female, Male, Female, Male, Male, Female, Male, Female, Female, Male, Male, Female, Female, Female, Male, Male","White, White, White, Black, White, White, White, Asian, White, Hispanic, White, Black, White, White, Black, White, White, Asian, Asian, Asian, White, Black, Black, White, Black, White, White, White, Hispanic, White, White, Black, Asian, White, Black, White, Asian, White, White, Black, Black, White","Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, Hispanic, White, White, White, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Hispanic",8,1,1,0
Female,Black,Canada,75,18734,"Male, Female, Female, Female, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Male, Male, Male, Female, Female, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, Black, Asian, Black, White, White, Black, Asian, White, White, Hispanic, White, Hispanic, White, Black, Black, Asian, White, White, White, White, Hispanic, Asian, Asian, Asian, Black, Asian, White, Black, Asian, Asian, White, Asian, Black, Hispanic, White, Black, White, White, White, Black, Asian, Black, Hispanic, Black, White, White, White, Hispanic, White, White, White, White, Asian, Asian, White, Black, Asian, Black, Asian, White, White, White, Black, Hispanic, Hispanic, White, White, Asian, White, Black, Asian, White, Black, White, White, Asian, Hispanic, White, Black, Hispanic, White, Asian, Hispanic, Asian, Asian, Hispanic, White, White, White, Hispanic, Black, White, White, White, White, Asian, Black, White","Male, Male, Female, Male, Male","Black, White, White, Asian, Black",4,3,3,3
Male,Asian,Japan,11,311,"Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, White, Hispanic, Black, Asian, White, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",16,11,6,4
Male,Asian,India,52,10127,"Male, Female, Male, Male, Male, Male, Male, Male, Female, Male","Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black","Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",4,2,1,1
Female,Hispanic,Swiss,28,3620,"Male, Male, Female, Female, Male, Male, Female, Female, Female, Male, Female, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Hispanic, Asian, Hispanic, Black, White, White, Asian, Hispanic, White, White, Hispanic, Black, White, Asian, White, White, Hispanic, Hispanic, White, White, Black, White, Hispanic, Asian, White, Asian, Asian, Hispanic, Asian, White, White, White, White, White, Hispanic, Hispanic, White, Asian, Asian, White, Asian","Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Asian, Hispanic, Asian, Hispanic, Asian, Hispanic, Hispanic, Asian, White, Hispanic, Hispanic, Hispanic, Asian",9,2,1,0
Male,Black,Finland,32,3556,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male","Hispanic, Hispanic, White, Hispanic, Asian, Asian, Asian, Hispanic, Black, Asian, Asian, White, White, White, Asian, Asian, Asian, Black, Asian, Hispanic, Asian, Asian, Black, Black, White, Black, Asian, White, Asian, Hispanic, Asian, Asian, Asian, White, Asian, Asian, Black","Male, Male, Male","Asian, Asian, Asian",2,0,0,0
Male,Asian,Germany,19,1774,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, Black, White, Hispanic, White, Asian, Hispanic, Asian, Black, Asian, White, White, Asian, Black, Asian, Asian, White, Asian, Black, Hispanic, White, Asian, Black, White, Asian, Asian, Asian, White, White, Hispanic, Hispanic, White","Male, Male, Male, Male, Male, Male","White, Hispanic, White, Asian, White, Hispanic",4,1,0,0
Female,Asian,Swiss,7,411,"Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male","Asian, White, Asian, Asian, White, White, Asian, Asian, Hispanic, Asian, White, Hispanic, Asian, Asian, Asian, Asian, Asian","Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Hispanic, White, Asian, Asian, Asian, Asian, Asian, Asian, White, White, White, White, Black, White",8,2,0,0
Female,Asian,Germany,8,197,"Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Hispanic, White, Asian, White, Hispanic","Male, Male, Male, Male","White, White, Asian, White",1,0,0,0
Male,Asian,USA,19,1575,"Male, Female, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Female, Female, Female, Female, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Hispanic, White, Asian, Asian, Hispanic, Asian, White, Asian, Asian, White, White, Asian, White, White, Hispanic, White, Asian, Asian, Hispanic, Asian, Asian, Hispanic, Asian, Asian, Hispanic, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Female, Male, Female, Male, Female, Male, Female, Female, Male, Male","Hispanic, White, White, Asian, White, White, White, White, White, White, Black, White, Black, White, White, Asian, White, Asian, Asian, Hispanic, White, Black, White, White, Asian, Asian",8,3,0,0
Female,White,France,30,3144,"Male, Male, Female, Male, Female, Male, Male, Female, Female, Female, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Male","Asian, Black, Asian, White, Hispanic, Black, Hispanic, Asian, Asian, Asian, White, Asian, Black, Hispanic, Hispanic, White, Black, Asian, White, Hispanic, White, White, Black, Hispanic, Black, Hispanic, Asian, Hispanic, Asian, White, Black, Asian, Black, Hispanic, Asian, Asian, Asian, Black, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, Asian, Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, White, Hispanic, Black, Asian, Black, Black, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian, Black, Asian, Black, Asian, Asian",12,1,1,0
Female,Asian,France,42,8401,"Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male","White, Asian, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, White, White, White, Asian, Asian, Black, Asian, White, Hispanic","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Black, Black, Black, Black, Asian, Asian, Hispanic, Hispanic, Black",6,2,1,0
Female,Asian,France,7,155,"Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male","Hispanic, White, Asian, White, Asian, Asian, White, Black, White, White, White, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Black, Asian, Asian, Black, White, Black, Hispanic, Asian, Black, Black, Black, Hispanic, Black, Hispanic, Asian, Black",5,1,0,0
Male,White,UK,13,1326,"Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Male, Female, Male, Male, Male, Female, Female, Female, Female, Male, Male, Male, Female, Male","White, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, White, Asian, Asian, Asian, Black, Asian, Asian, Asian, White, Asian, Asian, Asian, Hispanic, Asian, Asian, Hispanic, Asian, Black, White, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, White, Asian, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Male, Male, Male, Male, Male","White, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic",2,0,0,0
Male,Asian,Spain,15,1301,"Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Hispanic, White, Asian, White, Asian, Asian, Asian, Asian, Hispanic, Hispanic, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, White, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, White",6,1,0,0
Male,Asian,Ireland,16,4152,"Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Female, Male, Male, Female, Male, Female, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Female, Female, Female, Female, Male, Female, Male","Asian, Hispanic, Black, White, White, Asian, Hispanic, Asian, Asian, White, White, White, White, Asian, Asian, White, Asian, White, White, Asian, White, White, White, Hispanic, White, Asian, White, White, Asian, Black, White, Asian, Hispanic, Hispanic, Black, White, White, White, White, Asian, White, White, Asian, Black",Male,Asian,0,0,0,0
Male,White,Germany,16,2622,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Female","Asian, White, Asian, Hispanic, Hispanic, Asian, White, Asian, Asian, White, White, White, Asian, White, White, White, White, White, White, Asian, White, Asian, Black, Asian, Asian, Hispanic, White, White, White, Asian, White, Black, Asian, Asian, White, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, White, Asian, White, Asian, Hispanic, White, White, White, White, Asian, White, White, White, White, White, Hispanic, White, Asian, Hispanic, Hispanic, White, Hispanic, Black, White",15,4,3,2
Male,White,USA,121,88326,"Female, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female","White, White, White, White, White, White, White, Asian, White, Asian, White, White, Black, White, White, White, White, White, Asian, Black, Black, White","Male, Male, Male, Female, Male, Male, Male, Female, Male","White, White, White, White, White, White, White, White, White",6,3,3,3
Male,White,UK,41,21700,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","White, White, White, White, White, White, Asian, White, Asian, Hispanic, Asian, White, Asian, Hispanic, White, White, Asian, Asian, Asian, Asian, Asian, Asian, White, White, White, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male","Hispanic, White, White, White, White, White, White, White, White, White, White, White, White, Black, White, White, White, White, White, White, White, White",7,3,1,0
Male,White,Netherland,22,1615,"Male, Male, Female, Female, Male, Male, Female, Male, Male, Female, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Female","Hispanic, Asian, White, Asian, Black, Black, Black, Asian, White, White, White, Asian, Black, Hispanic, White, White, Hispanic, White, Asian, White, White, Black, Asian, White, Black, White, White, White, Black, Hispanic, White, White, White, White, White, White, White, Asian, Asian, Hispanic, White, White, Hispanic, Asian, Black, White, Black, Black, Asian, Asian, Hispanic, White, White, Black, Asian, White, Asian, Hispanic, White, Asian, Asian, White, White, Black, White, White","Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Black, Black, White, White, Asian, Black, Asian, Asian",5,2,1,0
Male,White,UK,32,5614,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Female, Male, Male, Male, Female, Male, Female, Female, Female, Female, Male, Male, Female, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male","White, White, White, Black, White, Black, Asian, Black, White, White, Asian, White, Asian, White, Asian, Asian, White, Hispanic, White, Asian, Asian, Asian, Hispanic, Asian, White, Black, Black, Asian, Black, White, Asian, Black, Black, White, Asian, White, Asian, White, Hispanic, Hispanic, Asian, White, Asian, Asian, White, White, White, White, White, Asian, White, White, Hispanic, White, Asian, White, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, White, White, White, White, Asian, Hispanic, White, Hispanic, Asian, White, White, White, White, White, White, White",12,7,5,4
Male,Asian,Korea,37,19278,"Male, Male, Male, Male, Male, Male, Female, Female, Male","White, White, Asian, Asian, Asian, Asian, Asian, Asian, Asian",Male,Asian,0,0,0,0
Male,Asian,USA,13,532,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male","Asian, Asian, Black, Black, White, White, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, White",4,3,1,1
Male,Asian,UK,42,6018,Male,Hispanic,"Male, Male, Female, Male","Asian, Asian, Asian, Asian",0,0,0,0
Female,White,Finalnd,18,1412,"Male, Female, Female, Female, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Female, Male","Asian, White, Hispanic, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian, Black, Black, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian, Hispanic, Asian, Black, Asian, Asian, Asian, Asian, Asian, Black, Hispanic, Asian, Black, Asian, Asian","Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, White",4,0,0,0
Male,White,USA,27,2364,"Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male","White, Asian, Asian, White, White, Black, Asian, Asian, Asian, Asian, White, White, White, White, White, White, Black, White, Asian, Asian, Asian, White, White, Asian, White","Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, White, White, White, White, White, Asian, Asian, White, Asian, White, White, White, White, Hispanic, White, White, White, Hispanic",7,3,0,0
Male,Black,Saudi Arabia,20,979,"Male, Female, Male, Female, Male, Male, Female, Female, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Male, Male, Female, Female","Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Hispanic",Female,Asian,1,0,0,0
Female,White,Canada,31,4186,"Male, Male, Female, Female, Female, Female, Male, Male, Male, Male, Female, Male, Male","Asian, White, White, White, White, Hispanic, White, White, White, Hispanic, White, White, Black","Male, Male, Male, Male, Male","White, White, White, White, Hispanic",3,1,0,0
Female,Asian,Germany,14,869,"Male, Male, Female, Male, Male, Male, Male, Male, Male, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male","White, Asian, Black, Asian, Asian, Black, White, White, Asian, White, Black, White, Black, White, White, White, White, Hispanic, White","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic",4,1,1,1
Male,Asian,Japan,40,6770,"Female, Female, Male, Male, Female, Male, Male, Male, Male, Female, Female, Female, Male, Male, Female, Female, Female, Male, Female, Female, Female, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, White, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, White, Asian, Asian, Asian, Black, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Black, Asian, Asian, Asian, White, Asian, White, Asian, Asian, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Female, Female, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian, Asian",11,6,4,3
Male,Asian,Brazil,64,15173,"Male, Male, Male, Female, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Female, Male, Female, Male, Female, Female, Male, Female, Male, Female","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Hispanic, Hispanic, Asian, Black, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Asian, Hispanic, Asian, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic","Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Female, Male, Female, Female, Female, Female, Male","Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Hispanic, Asian, Asian, Asian, Asian, Asian, Asian, Hispanic",13,8,8,6
Male,Black,France,11,411,"Male, Female, Female, Female, Male, Male, Male, Female, Female, Male, Male, Male, Male, Female, Male, Female, Male, Male, Male, Male, Female, Female, Male, Male, Male, Female, Male, Male","White, Hispanic, White, White, White, Hispanic, White, White, Hispanic, Hispanic, Asian, Black, Hispanic, Asian, Hispanic, Hispanic, Asian, White, Asian, Asian, Hispanic, Black, White, Asian, Asian, Asian, White, Asian","Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male, Male","Asian, Black, Black, Asian, Black, Black, Black, Hispanic, White, Asian, White, Black, Black, Hispanic, Black, Asian, Asian",9,3,0,0
